,PCE,Real Personal Income,Real personal income ex transfer receipts,Real personal consumption expenditures,Real Manu. and Trade Industries Sales,Retail and Food Services Sales,IP Index,IP: Final Products and Nonindustrial Supplies,IP: Final Products (Market Group),IP: Consumer Goods,IP: Durable Consumer Goods,IP: Nondurable Consumer Goods,IP: Business Equipment,IP: Materials,IP: Durable Materials,IP: Nondurable Materials,IP: Manufacturing (SIC),IP: Fuels,Capacity Utilization: Manufacturing,Help-Wanted Index for United States,Ratio of Help Wanted/No. Unemployed,Civilian Labor Force,Civilian Employment,Civilian Unemployment Rate,Average Duration of Unemployment (Weeks),Civilians Unemployed - Less Than 5 Weeks,Civilians Unemployed for 5-14 Weeks,Civilians Unemployed - 15 Weeks & Over,Civilians Unemployed for 15-26 Weeks,Civilians Unemployed for 27 Weeks and Over,Initial Claims,All Employees: Total nonfarm,All Employees: Goods-Producing Industries,All Employees: Mining and Logging: Mining,All Employees: Construction,All Employees: Manufacturing,All Employees: Durable goods,All Employees: Nondurable goods,All Employees: Service-Providing Industries,"All Employees: Trade, Transportation & Utilities",All Employees: Wholesale Trade,All Employees: Retail Trade,All Employees: Financial Activities,All Employees: Government,Avg Weekly Hours : Goods-Producing,Avg Weekly Overtime Hours : Manufacturing,Avg Weekly Hours : Manufacturing,Housing Starts: Total New Privately Owned,New Private Housing Permits (SAAR),New Orders for Consumer Goods,New Orders for Durable Goods,New Orders for Nondefense Capital Goods,Un lled Orders for Durable Goods,Total Business Inventories,Total Business: Inventories to Sales Ratio,M1 Money Stock,M2 Money Stock,Real M2 Money Stock,Total Reserves of Depository Institutions,Reserves Of Depository Institutions,Commercial and Industrial Loans,Real Estate Loans at All Commercial Banks,Total Nonrevolving Credit,Nonrevolving consumer credit to Personal Income,S&P s Common Stock Price Index: Composite,S&P s Common Stock Price Index: Industrials,S&P s Composite Common Stock: Dividend Yield,S&P s Composite Common Stock: Price-Earnings Ratio,E?ective Federal Funds Rate,3-Month AA Financial Commercial Paper Rate,3-Month Treasury Bill:,6-Month Treasury Bill:,1-Year Treasury Rate,5-Year Treasury Rate,10-Year Treasury Rate,Moody s Seasoned Aaa Corporate Bond Yield,Moody s Seasoned Baa Corporate Bond Yield,3-Month Commercial Paper Minus FEDFUNDS,3-Month Treasury C Minus FEDFUNDS,6-Month Treasury C Minus FEDFUNDS,1-Year Treasury C Minus FEDFUNDS,5-Year Treasury C Minus FEDFUNDS,10-Year Treasury C Minus FEDFUNDS,Moody s Aaa Corporate Bond Minus FEDFUNDS,Moody s Baa Corporate Bond Minus FEDFUNDS,Switzerland / U.S. Foreign Exchange Rate,Japan / U.S. Foreign Exchange Rate,U.S. / U.K. Foreign Exchange Rate,Canada / U.S. Foreign Exchange Rate,PPI: Finished Goods,PPI: Finished Consumer Goods,PPI: Intermediate Materials,PPI: Crude Materials,"Crude Oil, spliced WTI and Cushing",PPI: Metals and metal products:,CPI : All Items,CPI : Apparel,CPI : Transportation,CPI : Medical Care,CPI : Commodities,CPI : Durables,CPI : Services,CPI : All Items Less Food,CPI : All items less shelter,CPI : All items less medical care,Personal Cons. Expend.: Chain Index,Personal Cons. Exp: Durable goods,Personal Cons. Exp: Nondurable goods,Personal Cons. Exp: Services,Avg Hourly Earnings : Goods-Producing,Avg Hourly Earnings : Construction,Avg Hourly Earnings : Manufacturing,Consumer Sentiment Index,Consumer Motor Vehicle Loans Outstanding,Total Consumer Loans and Leases Outstanding,Securities in Bank Credit at All Commercial Banks
2002Q1,7217.7,11946.054,10284.1,71.937,1055421.0,284262.0,89.1228,97.0059,94.9616,104.0707,97.702,105.6709,75.05,80.9006,74.325,105.3219,92.7831,76.2034,72.4567,3612.0,0.434971098,144481,136177,5.7,15.4,3074,2563,2719,1390,1330,415400,130721,22786,516.9,6755,15443,9611,5832,107935,25472,5618.8,15052.9,7929,21431,39.9,4.1,40.5,1642,1691.0,120737.0,167853.0,50575.0,504730.0,1108193.0,1.37,1193.3,5495.2,3078.5,40.3,40200,1011.8829,1772.7518,1174.73429,0.129794855,1153.79,1333.31,1.363333016,35.67629946,1.73,1.87,1.79,2.0,2.57,4.74,5.28,6.81,8.11,0.14,0.06,0.27,0.84,3.01,3.55,5.08,6.38,1.6743,131.061,1.423,1.5877,138.8,139.2,126.4,103.8,24.42,106.7,178.5,125.3,150.5,281.4,149.0,121.9,207.9,178.9,169.6,173.1,75.763,134.743,76.292,68.407,16.18,18.36,15.15,95.7,198441.03,571134.99,1317.0011
2002Q2,7308.0,12023.36,10339.8,72.283,1073259.0,287372.0,90.6769,98.2094,96.0572,105.4162,100.6985,106.3012,75.5829,82.8835,76.5929,108.398,94.4424,76.7227,73.6662,3412.0,0.406529251,144808,136415,5.8,16.9,2711,2654,3023,1382,1641,387200,130683,22579,509.3,6701,15298,9513,5785,108104,25442,5609.8,15018.4,7938,21549,40.1,4.3,40.7,1717,1758.0,124490.0,166070.0,49427.0,492380.0,1112674.0,1.35,1193.3,5546.5,3088.3,38.6,38500,984.1787,1817.0927,1194.3676,0.130321185,1014.02,1155.72,1.58083667,36.11211611,1.75,1.78,1.7,1.79,2.2,4.19,4.93,6.63,7.95,0.03,-0.05,0.04,0.45,2.44,3.18,4.88,6.2,1.5399,123.2905,1.4837,1.5318,138.8,139.1,127.3,105.1,25.52,106.9,179.6,123.9,152.8,284.6,149.7,121.4,209.3,180.3,170.6,174.1,76.225,134.177,76.934,68.914,16.29,18.46,15.27,92.4,200599.11,587204.4,1346.3519
2002Q3,7397.1,11994.021,10302.1,72.531,1071285.0,288410.0,90.6381,98.187,95.8735,104.9085,101.0165,105.435,75.7766,82.8229,77.1798,108.0543,94.4965,75.9576,73.6851,3301.0,0.400072719,145552,137302,5.7,17.6,2772,2526,2971,1391,1580,409500,130498,22396,505.3,6702,15119,9388,5731,108102,25348,5598.2,14952.0,7965,21546,39.9,4.2,40.5,1804,1803.0,127454.0,166838.0,50471.0,489727.0,1128958.0,1.36,1196.1,5656.0,3128.3,38.9,38600,966.2395,1901.2145,1207.32503,0.131272361,867.81,991.81,1.819522707,32.63521743,1.75,1.74,1.63,1.6,1.72,2.94,3.87,6.15,7.4,-0.01,-0.12,-0.15,-0.03,1.19,2.12,4.4,5.65,1.4931,121.078,1.5563,1.5761,139.2,139.8,128.9,110.8,29.67,100.3,180.8,123.4,154.2,288.1,150.2,121.1,211.1,181.5,171.6,175.1,76.681,133.633,77.299,69.503,16.43,18.64,15.37,86.1,210595.84,592529.85,1400.5669
2002Q4,7473.0,12067.267,10360.2,73.513,1069405.0,293947.0,90.389,97.856,95.5264,104.5645,101.16,104.8762,74.9236,82.6684,76.6325,107.8981,94.097,76.9173,73.3798,3169.0,0.366782407,145066,136426,6.0,18.5,2838,2589,3271,1347,1924,414250,130470,22189,506.2,6700,14912,9241,5671,108281,25345,5585.5,14958.8,8017,21588,39.9,4.3,40.5,1788,1896.0,127885.0,163962.0,51237.0,479610.0,1139523.0,1.37,1220.2,5772.0,3174.9,40.3,40200,957.8113,2010.436,1221.16476,0.131473441,899.18,1030.04,1.787183879,33.33149143,1.24,1.32,1.19,1.24,1.45,3.03,4.03,6.21,7.45,0.08,-0.05,0.0,0.21,1.79,2.79,4.97,6.21,1.4388,121.8929,1.5863,1.5592,139.7,140.6,130.0,118.9,29.42,104.9,181.8,122.7,155.3,292.1,150.3,120.0,213.0,182.6,172.4,176.0,76.971,132.379,77.457,69.998,16.61,18.86,15.54,86.7,198099.98,598344.33,1488.466
2003Q1,7567.2,12008.784,10298.6,73.687,1073501.0,296325.0,91.0059,98.9608,96.8507,106.2969,101.5766,107.1482,75.2952,82.7188,77.2133,107.2563,94.8387,75.4953,73.9733,3099.0,0.360852352,146022,137434,5.9,18.1,2831,2567,3161,1363,1798,427400,130233,21945,501.3,6654,14721,9096,5625,108288,25229,5577.3,14880.1,8051,21610,39.9,4.1,40.4,1726,1757.0,132409.0,172245.0,53379.0,481487.0,1149009.0,1.35,1239.3,5861.4,3187.3,40.6,40600,937.5621,2084.9421,1241.55294,0.133016878,846.63,974.44,1.915831001,29.95212498,1.25,1.21,1.13,1.13,1.24,2.78,3.81,5.89,6.95,-0.04,-0.12,-0.12,-0.01,1.53,2.56,4.64,5.7,1.3614,118.6871,1.5825,1.4761,144.0,146.2,136.3,152.2,33.55,107.0,183.9,120.7,160.8,293.4,152.6,119.3,215.0,184.8,175.1,178.1,77.725,130.858,79.014,70.744,16.68,18.85,15.64,77.6,197657.77,601137.39,1524.1195
2003Q2,7661.5,12186.558,10450.0,74.671,1089890.0,299626.0,90.5218,98.2849,96.1676,105.3614,101.6898,105.7782,74.8505,82.4591,77.9045,105.796,94.5853,73.3693,73.8103,3390.0,0.365853659,147056,137790,6.3,19.9,2906,2745,3552,1453,2100,421750,130192,21788,501.4,6723,14493,8944,5549,108404,25154,5555.1,14866.2,8089,21606,39.8,4.1,40.3,1867,1875.0,131070.0,173507.0,52705.0,485622.0,1142115.0,1.35,1281.0,5996.0,3274.7,42.0,41900,917.4541,2150.7078,1269.45353,0.134258409,988.0,1126.28,1.636639676,33.35335809,1.22,1.02,0.92,0.92,1.01,2.27,3.33,4.97,6.19,-0.2,-0.3,-0.3,-0.21,1.05,2.11,3.75,4.97,1.3196,118.329,1.6609,1.3525,142.7,144.6,133.1,135.5,30.72,103.8,183.1,120.6,154.6,296.1,149.7,118.0,216.2,183.7,173.6,177.2,77.588,129.144,77.421,71.232,16.8,18.98,15.72,89.7,212075.98,608202.13,1600.3199
2003Q3,7820.9,12234.634,10491.3,75.452,1102189.0,305933.0,91.3829,99.163,97.2516,106.4008,104.8112,105.9505,76.1913,83.3132,78.9584,105.8661,95.2474,75.2011,74.3676,3091.0,0.34648582,146530,137609,6.1,19.5,2704,2775,3486,1472,2014,395500,130252,21700,501.1,6783,14347,8855,5492,108552,25184,5537.4,14911.4,8100,21504,39.9,4.2,40.5,1939,1961.0,134769.0,178690.0,54924.0,489082.0,1136935.0,1.31,1297.2,6072.8,3280.8,44.4,44300,899.8511,2234.4867,1291.04887,0.134729859,1019.44,1168.92,1.627364043,32.11769933,1.01,1.06,0.94,1.01,1.24,3.18,4.27,5.72,6.79,0.05,-0.07,0.0,0.23,2.17,3.26,4.71,5.78,1.3743,114.8,1.6155,1.3634,144.0,146.1,133.8,134.4,28.29,106.8,185.1,120.9,159.9,299.8,152.1,116.2,217.8,185.8,175.8,179.1,78.323,128.036,79.307,71.818,16.9,19.03,15.83,87.7,245947.92,669647.39,1569.0134
2003Q4,7913.5,12356.981,10611.8,76.108,1105930.0,307407.0,92.1722,99.6539,97.5353,106.5604,105.2937,105.9939,77.1717,84.4597,81.1868,106.1567,96.1087,75.8957,75.104,3414.0,0.41048455,146729,138411,5.7,19.8,2554,2455,3366,1435,1931,358250,130595,21702,506.8,6827,14300,8857,5443,108893,25187,5551.4,14903.6,8076,21546,39.9,4.6,40.7,2057,1987.0,134228.0,181513.0,55374.0,506423.0,1147795.0,1.31,1306.2,6067.3,3270.8,43.0,42900,883.5702,2207.9486,1309.10238,0.134775602,1080.64,1234.76,1.609231566,31.21948708,0.98,1.07,0.9,0.99,1.31,3.27,4.27,5.62,6.6,0.09,-0.08,0.01,0.33,2.29,3.29,4.64,5.62,1.2643,107.7377,1.7516,1.3128,145.1,147.6,135.0,142.4,32.15,118.2,185.5,120.2,157.4,303.0,151.6,114.9,219.0,185.8,175.8,179.4,78.605,126.999,79.243,72.358,16.96,19.03,15.92,92.6,250052.34,686085.21,1621.7656
2004Q1,8048.8,12393.884,10619.2,76.947,1134983.0,316912.0,92.5325,99.9457,97.7842,106.4379,105.3578,105.8154,78.2679,84.9013,82.5358,106.0225,96.7372,77.837,75.6671,3525.0,0.415145448,146944,138453,5.8,19.8,2637,2434,3314,1331,1983,342000,131139,21758,515.3,6887,14287,8874,5413,109381,25352,5575.1,14995.3,8085,21588,40.2,4.6,40.9,1998,2066.0,138786.0,190869.0,58317.0,522529.0,1168100.0,1.28,1328.7,6150.1,3287.1,44.2,44100,869.4202,2289.8683,1331.62784,0.135661672,1123.98,1274.17,1.603231374,27.78107078,1.0,1.03,0.94,0.99,1.19,2.79,3.83,5.33,6.11,0.03,-0.06,-0.01,0.19,1.79,2.83,4.33,5.11,1.2778,108.5157,1.8261,1.3286,146.2,149.0,138.4,153.2,36.76,135.7,187.1,120.4,160.8,306.5,153.3,114.8,220.8,187.6,177.6,181.0,79.199,127.182,80.275,72.861,17.09,19.18,16.01,95.8,259420.28,689370.52,1712.7308
2004Q2,8147.1,12511.921,10734.6,76.892,1124971.0,314958.0,92.8621,100.1752,97.7471,106.0609,102.2405,106.5218,79.0348,85.3445,83.0717,107.3721,97.1106,77.7361,76.0064,3337.0,0.402727492,147460,139174,5.6,20.5,2677,2387,3130,1284,1847,349000,131789,21885,522.5,6962,14332,8932,5400,109904,25455,5602.1,15053.3,8116,21601,39.9,4.6,40.8,1828,2020.0,140595.0,185640.0,56353.0,535482.0,1195398.0,1.31,1342.7,6270.5,3319.5,45.7,45500,869.2328,2409.62,1348.25819,0.134982399,1132.76,1298.75,1.642007133,24.50660907,1.03,1.39,1.27,1.6,2.12,3.93,4.73,6.01,6.78,0.36,0.24,0.57,1.09,2.9,3.7,4.98,5.75,1.2503,109.4336,1.8279,1.3578,148.4,151.5,142.2,161.5,38.02,132.5,188.9,121.2,162.8,309.8,154.9,114.5,222.7,189.3,179.2,182.7,79.831,126.945,81.359,73.45,17.15,19.19,16.11,95.6,266998.41,710912.47,1701.59
2004Q3,8283.3,12621.706,10834.4,78.358,1141076.0,324569.0,93.7418,101.1222,98.8583,106.7753,102.8706,107.2617,80.5841,86.1488,84.5216,109.4587,98.4432,76.8914,77.0002,3821.0,0.482023464,147415,139487,5.4,19.4,2758,2276,2910,1209,1702,337250,132082,21957,529.2,7029,14331,8957,5374,110125,25516,5631.7,15061.7,8120,21635,40.1,4.6,40.7,1905,2041.0,142384.0,188444.0,59343.0,548017.0,1217197.0,1.3,1362.5,6345.3,3343.2,46.5,46200,886.7998,2465.8668,1366.51248,0.135157755,1117.66,1268.26,1.71429594,21.82326585,1.61,1.81,1.65,1.87,2.12,3.36,4.13,5.46,6.27,0.2,0.04,0.26,0.51,1.75,2.52,3.85,4.66,1.2629,110.0914,1.7937,1.2881,148.8,151.8,144.8,154.0,45.95,136.9,189.8,120.0,163.4,312.9,154.9,114.6,224.2,190.3,179.9,183.4,80.104,125.893,81.385,73.953,17.3,19.24,16.3,94.2,288372.41,734800.9,1722.1048
2004Q4,8448.6,13020.595,11216.7,79.199,1163441.0,331874.0,95.5426,102.7129,100.4245,108.4637,104.7096,108.869,81.7639,88.1864,86.3243,111.6698,100.101,81.8329,78.0984,4074.0,0.513486262,148059,140125,5.4,19.4,2768,2268,2927,1274,1653,325250,132633,22005,534.5,7117,14287,8954,5333,110628,25600,5651.6,15104.5,8133,21693,40.1,4.5,40.6,2042,2082.0,147719.0,193578.0,60317.0,558457.0,1241744.0,1.28,1376.0,6418.3,3348.1,46.8,46800,906.3693,2553.1859,1392.69399,0.132375294,1199.21,1367.07,1.621067203,21.80086064,2.16,2.38,2.19,2.43,2.67,3.6,4.23,5.47,6.15,0.22,0.03,0.27,0.51,1.44,2.07,3.31,3.99,1.1465,103.8104,1.9286,1.2189,151.4,155.0,147.7,167.2,43.33,147.7,191.7,119.8,168.5,315.8,157.4,115.5,225.8,192.3,182.3,185.4,80.801,126.329,82.646,74.504,17.36,19.25,16.34,97.1,298273.72,743896.27,1746.355
2005Q1,8551.7,12716.359,10877.8,79.51,1160056.0,333581.0,96.4371,103.8118,101.5722,108.8809,104.1952,109.6049,83.98,88.8535,87.2781,112.5434,101.1089,82.3365,78.5379,4044.0,0.522683211,148391,140654,5.2,19.5,2483,2328,2817,1157,1660,332000,133153,22066,548.7,7181,14269,8960,5309,111087,25710,5668.6,15166.5,8139,21740,39.8,4.5,40.4,1864,2062.0,152261.0,186608.0,58897.0,562236.0,1269147.0,1.3,1370.9,6441.9,3336.0,45.9,45900,945.8926,2650.7428,1415.55922,0.136796763,1194.9,1371.0,1.693028705,20.66019337,2.63,2.91,2.74,3.0,3.3,4.17,4.5,5.4,6.06,0.28,0.11,0.37,0.67,1.54,1.87,2.77,3.43,1.1756,105.2543,1.9043,1.216,153.7,157.8,150.7,170.5,54.31,158.6,193.1,120.5,169.2,319.7,157.9,115.4,228.0,193.8,183.2,186.6,81.375,125.868,82.948,75.283,17.46,19.37,16.44,92.6,291580.22,751034.07,1847.6663
2005Q2,8701.1,12849.466,10996.5,80.62,1186461.0,343998.0,97.1488,105.237,103.092,110.4018,103.8336,111.7621,85.5141,88.7887,87.9394,110.9535,102.0272,82.8963,78.7974,4062.0,0.539872408,149238,141714,5.0,17.9,2659,2361,2405,1030,1375,325750,133940,22185,561.2,7333,14227,8954,5273,111755,25869,5702.6,15266.8,8172,21763,39.9,4.4,40.4,2068,2178.0,155614.0,210020.0,70201.0,590937.0,1275901.0,1.28,1380.1,6505.8,3358.7,46.0,45700,975.1522,2733.4199,1433.65178,0.136564277,1202.25,1378.65,1.740902475,20.12461015,3.04,3.3,2.97,3.13,3.36,3.77,4.0,4.96,5.86,0.26,-0.07,0.09,0.32,0.73,0.96,1.92,2.82,1.2665,108.7473,1.8177,1.2402,153.9,157.9,151.1,165.5,56.26,153.5,193.7,119.4,169.1,322.8,158.0,115.4,229.1,194.3,184.0,187.1,81.7,125.591,82.963,75.773,17.58,19.42,16.54,96.0,283991.13,764988.55,1849.4434
2005Q3,8868.1,12850.144,10998.5,80.521,1182865.0,343956.0,95.2729,105.0706,102.5497,110.5563,106.9374,110.901,83.542,85.066,89.7279,102.5931,101.083,77.8647,77.5894,4352.0,0.576194889,149954,142401,5.0,17.9,2763,2294,2537,1098,1439,382750,134551,22226,570.2,7415,14175,8931,5244,112325,25945,5728.3,15296.6,8224,21845,40.1,4.5,40.7,2151,2263.0,166811.0,203997.0,62715.0,610942.0,1282654.0,1.25,1378.6,6604.3,3322.1,46.1,45800,1000.9407,2844.7116,1451.98153,0.135855379,1225.92,1408.64,1.752153485,19.59764025,3.62,3.79,3.42,3.67,3.85,4.01,4.2,5.13,6.03,0.17,-0.2,0.05,0.23,0.39,0.58,1.51,2.41,1.2671,111.239,1.8064,1.1777,158.8,164.4,157.2,200.3,65.57,161.1,198.8,119.1,187.7,325.3,166.0,115.1,231.4,200.0,191.0,192.3,83.172,124.826,87.783,76.48,17.66,19.51,16.6,76.9,282928.81,770467.55,1859.3281
2005Q4,8955.3,13055.374,11206.7,81.292,1205870.0,347405.0,97.9788,106.9991,104.5154,111.1922,105.3003,112.3103,88.592,88.6209,91.0697,108.1782,103.5511,80.6676,79.0282,4282.0,0.588267619,150030,142752,4.9,17.5,2588,2249,2429,1073,1356,316400,135161,22376,585.7,7533,14193,8965,5228,112785,26035,5761.0,15331.7,8284,21879,40.2,4.6,40.8,1994,2120.0,163990.0,221499.0,78881.0,653074.0,1314197.0,1.26,1374.3,6681.9,3373.0,45.4,45200,1036.1058,2925.8373,1461.40978,0.134653673,1262.07,1432.07,1.76059965,19.81380593,4.16,4.37,3.89,4.18,4.35,4.39,4.47,5.37,6.32,0.21,-0.27,0.02,0.19,0.23,0.31,1.21,2.16,1.3053,118.4624,1.7458,1.1615,159.6,165.6,160.2,202.0,59.43,191.8,198.1,118.6,176.0,329.2,161.5,115.0,234.4,199.0,189.0,191.4,83.131,124.506,85.238,77.247,17.76,19.61,16.68,91.5,277955.28,781358.94,1856.9629
2006Q1,9100.2,13340.072,11441.6,82.057,1217128.0,355665.0,98.3898,107.1656,104.5831,110.3285,105.631,111.0475,91.3206,89.3012,92.2984,108.8881,104.0584,79.561,79.0056,4732.0,0.669117647,150813,143741,4.7,17.1,2659,1999,2373,1064,1309,301750,136040,22571,602.6,7689,14214,9000,5214,113469,26128,5811.7,15351.4,8350,21903,40.4,4.5,41.1,1969,2118.0,165535.0,227188.0,77906.0,689656.0,1340279.0,1.26,1383.2,6762.9,3386.5,42.7,42600,1068.7654,2998.0366,1497.56431,0.134048614,1293.74,1467.21,1.76155951,19.29072449,4.59,4.79,4.51,4.62,4.77,4.72,4.72,5.53,6.41,0.2,-0.08,0.03,0.18,0.13,0.13,0.94,1.82,1.305,117.2778,1.7442,1.1573,159.3,164.8,161.5,179.6,62.9,206.4,199.7,119.1,178.1,332.6,162.6,114.8,236.5,200.7,190.4,192.9,83.746,123.75,86.053,77.966,17.82,19.66,16.71,88.9,268086.45,774480.04,1881.8353
2006Q2,9227.6,13353.303,11447.3,82.386,1212189.0,357879.0,99.0427,107.851,105.7838,111.0017,105.4779,112.0015,93.6154,89.9242,92.2052,108.8762,104.4804,85.1803,78.9251,4614.0,0.659048707,151354,144353,4.6,16.6,2705,2076,2127,982,1145,305500,136328,22598,620.6,7699,14213,9028,5185,113730,26136,5839.3,15298.2,8364,21922,40.6,4.5,41.2,1802,1867.0,168231.0,221220.0,71231.0,718927.0,1375855.0,1.28,1375.4,6844.9,3391.9,45.1,44900,1118.878,3093.0781,1498.32988,0.132680104,1253.17,1411.26,1.870456522,17.75741419,4.99,5.25,4.79,4.97,5.16,5.07,5.11,5.89,6.78,0.26,-0.2,-0.02,0.17,0.08,0.12,0.9,1.79,1.2321,114.625,1.8435,1.1137,161.4,167.3,165.2,178.5,70.96,252.1,201.8,120.1,183.0,336.0,164.8,114.6,238.5,203.0,192.3,195.0,84.569,123.165,87.525,78.756,18.01,20.04,16.78,84.9,264646.94,785318.65,1930.5739
2006Q3,9353.8,13408.301,11486.6,83.088,1213475.0,358961.0,99.2207,107.9698,106.102,110.5505,102.7975,112.3192,95.2858,90.1608,92.6831,110.0978,104.9421,87.2799,78.8207,4737.0,0.691835841,151662,144815,4.5,17.1,2608,2053,2231,986,1245,316200,136824,22537,631.0,7718,14125,8972,5153,114287,26192,5865.0,15304.0,8389,22082,40.3,4.2,41.1,1720,1655.0,159473.0,234701.0,86771.0,756106.0,1396470.0,1.31,1364.4,6944.2,3424.2,42.6,42200,1151.2295,3157.5271,1518.99889,0.133433963,1317.74,1485.32,1.828888855,18.10389523,5.25,5.25,4.81,4.89,4.97,4.67,4.72,5.51,6.43,0.0,-0.44,-0.36,-0.28,-0.58,-0.53,0.26,1.18,1.2455,117.2145,1.8839,1.1161,160.2,165.6,164.7,182.7,63.87,249.9,202.8,120.2,181.5,339.1,164.6,114.3,240.7,203.9,192.9,195.9,84.902,122.549,87.478,79.324,18.1,20.19,16.83,85.4,277171.62,816345.07,1937.0174
2006Q4,9427.4,13627.346,11683.5,83.961,1234494.0,363730.0,100.1122,109.1365,107.3284,111.1493,104.3773,112.5747,97.4875,90.7517,92.769,112.5034,106.1347,85.8296,79.1814,4620.0,0.683229814,152732,145970,4.4,16.1,2596,2047,2083,990,1093,324000,137253,22404,642.0,7685,14015,8913,5102,114849,26342,5899.7,15377.6,8391,22088,40.8,4.2,41.1,1649,1638.0,168094.0,229243.0,79761.0,795263.0,1408670.0,1.28,1366.6,7071.6,3481.8,43.3,43100,1182.5171,3371.2769,1532.83892,0.132282692,1416.42,1596.95,1.756541139,18.8657968,5.24,5.24,4.85,4.88,4.94,4.53,4.56,5.32,6.22,0.0,-0.39,-0.36,-0.3,-0.71,-0.68,0.08,0.98,1.2099,117.322,1.9629,1.1532,161.1,166.4,164.7,195.4,62.03,254.6,203.1,119.8,178.3,341.2,163.4,113.4,242.4,204.1,192.3,196.1,85.032,121.861,86.764,79.819,18.33,20.45,17.0,91.7,267010.68,832937.09,1991.1157
2007Q1,9572.1,13762.811,11765.5,84.2,1235875.0,367158.0,100.9023,109.533,107.5704,110.892,103.46,112.5445,98.3235,91.9651,94.7297,114.2292,106.9975,87.9087,79.2328,4962.0,0.737186154,153051,146320,4.4,17.8,2307,2138,2255,1010,1245,309400,137781,22391,653.4,7706,13970,8871,5099,115390,26491,5921.9,15497.2,8381,22149,40.6,4.3,41.3,1495,1596.0,170197.0,229526.0,83612.0,829553.0,1420775.0,1.28,1366.5,7159.1,3487.3,40.7,40600,1215.8708,3363.2798,1545.9696,0.130777201,1406.95,1590.75,1.811720388,17.84587691,5.26,5.22,4.94,4.89,4.92,4.48,4.56,5.3,6.27,-0.04,-0.32,-0.37,-0.34,-0.78,-0.7,0.04,1.01,1.2178,117.26,1.9474,1.1682,164.1,170.3,166.7,203.6,60.56,264.7,205.288,119.797,181.041,345.899,165.554,112.936,244.743,206.114,194.566,198.161,85.894,121.325,88.214,80.671,18.47,20.68,17.1,88.4,262576.94,831085.9,2017.9424
2007Q2,9678.7,13786.416,11807.8,84.409,1240587.0,368154.0,101.6482,110.1055,108.4653,111.1796,105.9591,112.0612,99.3646,92.9019,96.4816,114.7885,107.9279,87.1762,79.3242,4859.0,0.696231552,153041,146063,4.6,16.5,2551,2134,2281,1138,1143,315200,138072,22324,663.7,7687,13911,8830,5081,115748,26514,5955.2,15479.1,8368,22207,40.6,4.3,41.4,1448,1407.0,174004.0,228868.0,81194.0,863893.0,1445136.0,1.28,1368.2,7278.6,3512.3,43.9,43700,1263.9569,3427.9032,1565.19595,0.131207118,1514.19,1734.0,1.72831679,18.43586341,5.25,5.25,4.61,4.76,4.96,5.03,5.1,5.79,6.7,0.0,-0.64,-0.49,-0.29,-0.22,-0.15,0.54,1.45,1.233,122.6886,1.9867,1.0651,166.1,172.8,170.4,205.9,67.48,287.0,207.234,118.576,184.902,349.513,167.519,112.365,246.645,208.032,196.592,200.028,86.529,120.929,89.457,81.246,18.69,20.95,17.29,85.3,264984.93,852963.87,2033.6447
